date_of_contract,municipality_name,zone_name,real_estate_type,area_in_square_meters,price_per_square_foot,real_estate_value,district_translated,latitude,longitude
2023-11-08,Doha,Najma,Vacant Land,139,1069.389,1600000,Najma,25.277967458892473,51.52339248614074
2023-11-08,Doha,Najma,Vacant Land,140,1061.75,1600000,Najma,25.277967458892473,51.52339248614074
2023-11-08,Al Rayyan,Al Aziziya,Residence,465,363.621,1820000,Al Aziziya,24.928100723590358,51.08167176463156
2023-11-08,Al Daayen,Umm Qarn,Vacant Land,376,296.499,1200000,Umm Qarn,25.506442965229745,51.466419091145966
2023-11-07,Doha,The Pearl Island,Residential Unit,79,1253.26,1073940,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-07,Doha,The Pearl Island,Residential Unit,183,1245.95,2459770,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-07,Doha,Najma,Commercial Building,256,2159.998,5952000,Najma,25.277967458892473,51.52339248614074
2023-11-07,Al Rayyan,Al Thumaid,Vacant Land,1000,362.322,3900000,Al Thumaid,24.928100723590358,51.08167176463156
2023-11-07,Al Wakrah,Al Wukair,Vacant Land,450,268.387,1300000,Al Wukair,,
2023-11-07,Al Wakrah,Al Wukair,Vacant Land,765,192.728,1587000,Al Wukair,,
2023-11-07,Doha,The Pearl Island,Residential Unit,182,1229.74,2417182,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-07,Doha,The Pearl Island,Residential Unit,502,1240.43,6714260,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-07,Doha,New Slata,Residence,432,440.86,2050000,New Slata,25.277967458892473,51.52339248614074
2023-11-07,Doha,New Slata,Residence,450,423.225,2050000,New Slata,25.277967458892473,51.52339248614074
2023-11-07,Al Rayyan,New Al Rayyan,Residence,747,248.737,2000000,New Al Rayyan,24.928100723590358,51.08167176463156
2023-11-07,Al Daayen,Al Kheesa,Vacant Land,1678,231.008,4172426,Al Kheesa,25.506442965229745,51.466419091145966
2023-11-07,Al Wakrah,Al Wukair,Vacant Land,735,204.387,1617000,Al Wukair,,
2023-11-07,Doha,The Pearl Island,Residential Unit,79,1253.82,1067670,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-07,Doha,The Pearl Island,Residential Unit,183,1246.79,2461420,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-07,Doha,The Pearl Island,Residential Unit,183,1246.53,2460920,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-07,Doha,The Pearl Island,Residential Unit,128,1243.95,1726340,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-07,Umm Salal,Al Kharaitiyat,Vacant Land,840,317.419,2870000,Al Kharaitiyat,25.468814293441394,51.34446945529472
2023-11-07,Doha,Airport,Residence,480,425.806,2200000,Airport,25.277967458892473,51.52339248614074
2023-11-07,Doha,Duhail,Residence,595,983.68,6300000,Duhail,25.277967458892473,51.52339248614074
2023-11-07,Al Rayyan,New Al Rayyan,Vacant Land,1162,287.824,3600000,New Al Rayyan,24.928100723590358,51.08167176463156
2023-11-07,Al Rayyan,Al Gharrafa,Residence,509,342.006,1873791,Al Gharrafa,24.928100723590358,51.08167176463156
2023-11-07,Al Rayyan,New Al Rayyan,Residence,507,513.074,2800000,New Al Rayyan,24.928100723590358,51.08167176463156
2023-11-07,Al Rayyan,Al Gharrafa,Residence,600,689.032,4450000,Al Gharrafa,24.928100723590358,51.08167176463156
2023-11-07,Al Daayen,Al Ebb,Residence,1193,584.052,7500000,Al Ebb,25.506442965229745,51.466419091145966
2023-11-06,Doha,The Pearl Island,Residential Unit,70,1189.1,898261,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-06,Doha,The Pearl Island,Residential Unit,59,1202.31,767433,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-06,Doha,The Pearl Island,Residential Unit,74,1196.82,955234,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-06,Al Khor,Al Dakhira,Vacant Land,560,201.567,1215000,Al Dakhira,,
2023-11-06,Doha,Madinat Khalifa South,Residence,616,629.66,4175000,Madinat Khalifa South,25.277967458892473,51.52339248614074
2023-11-06,Al Rayyan,Muaither,Vacant Land,488,260.053,1366000,Muaither,24.928100723590358,51.08167176463156
2023-11-06,Al Rayyan,Ain Khalid,Residence,450,567.741,2750000,Ain Khalid,24.928100723590358,51.08167176463156
2023-11-06,Al Rayyan,Muaither,Vacant Land,512,260.02,1433000,Muaither,24.928100723590358,51.08167176463156
2023-11-06,Al Shamal,Aba Al Dalouf,Vacant Land,561,157.323,950000,Aba Al Dalouf,25.995427919236633,51.2017975520098
2023-11-06,Al Wakrah,Al Wakrah,Vacant Land,1050,240.002,2712528,Al Wakrah,,
2023-11-06,Al Wakrah,Al Wakrah,Vacant Land,732,507.667,4000000,Al Wakrah,,
2023-11-06,Umm Salal,Umm Slal Ali,Vacant Land,10270,175.181,19365441,Umm Slal Ali,25.468814293441394,51.34446945529472
2023-11-06,Al Khor,Al Khor,Vacant Land,560,220.008,1326158,Al Khor,,
2023-11-06,Al Khor,Al Khor,Vacant Land,450,264.258,1280000,Al Khor,,
2023-11-06,Doha,Fereej Bin Omran,Residence,117,436.724,550000,Fereej Bin Omran,25.277967458892473,51.52339248614074
2023-11-06,Al Rayyan,Al Gharrafa,Vacant Land,469,320.003,1615461,Al Gharrafa,24.928100723590358,51.08167176463156
2023-11-06,Al Rayyan,Muaither,Vacant Land,489,259.996,1368500,Muaither,24.928100723590358,51.08167176463156
2023-11-06,Al Wakrah,Al Wukair,Residence,400,574.838,2475000,Al Wukair,,
2023-11-06,Al Daayen,Lusail,Vacant Land,1089,145.001,1699689,Lusail,25.506442965229745,51.466419091145966
2023-11-05,Doha,The Pearl Island,Residential Unit,148,1175.91,1881394,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-05,Doha,The Pearl Island,Residential Unit,192,1203.59,2500000,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-05,Doha,The Pearl Island,Residential Unit,189,1195.06,2443176,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-05,Doha,The Pearl Island,Residence,6237,381.039,25580861,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-05,Doha,New Slata,Residence,877,423.731,4000000,New Slata,25.277967458892473,51.52339248614074
2023-11-05,Al Rayyan,New Al Rayyan,Residence,773,240.37,2000000,New Al Rayyan,24.928100723590358,51.08167176463156
2023-11-05,Doha,The Pearl Island,Residential Unit,262,1241.19,3502870,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-05,Doha,The Pearl Island,Residential Unit,189,1222.86,2500000,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-05,Doha,The Pearl Island,Residential Unit,57,1211.95,753760,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-05,Doha,The Pearl Island,Residential Unit,212,1194.28,2736988,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-05,Doha,The Pearl Island,Residential Unit,262,1240.79,3510820,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-05,Doha,The Pearl Island,Residential Unit,264,922.06,2626830,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-05,Doha,The Pearl Island,Residential Unit,135,1243.02,1809880,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-05,Umm Salal,Umm Ebairiya,Vacant Land,4412,172.667,8200000,Umm Ebairiya,25.468814293441394,51.34446945529472
2023-11-05,Al Rayyan,Al Gharrafa,Residence,600,696.773,4500000,Al Gharrafa,24.928100723590358,51.08167176463156
2023-11-05,Al Daayen,Umm Qarn,Residence,416,446.65,2000000,Umm Qarn,25.506442965229745,51.466419091145966
2023-11-05,Al Wakrah,Al Wakrah,Residence,240,500.005,1291680,Al Wakrah,,
2023-11-05,Al Wakrah,Al Wukair,Residence,600,387.096,2500000,Al Wukair,,
2023-11-05,Doha,The Pearl Island,Residential Unit,79,1253.37,1072680,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-05,Doha,The Pearl Island,Residential Unit,228,1243.08,3061840,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-05,Doha,The Pearl Island,Residential Unit,182,1272.44,2500000,The Pearl Island,25.277967458892473,51.52339248614074
2023-11-05,Al Khor,Al Khor,Vacant Land,514,271.118,1500000,Al Khor,,
2023-11-05,Al Rayyan,Muaither,Apartment Complex,13646,517.237,75973969,Muaither,24.928100723590358,51.08167176463156
2023-11-05,Al Rayyan,Bu Hamour,Residence,2593,537.427,15000000,Bu Hamour,24.928100723590358,51.08167176463156
2023-11-05,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,427,363.345,1670000,Gharrafat Al Rayyan,24.928100723590358,51.08167176463156
2023-11-05,Al Daayen,Al Ebb,Residence,540,774.193,4500000,Al Ebb,25.506442965229745,51.466419091145966
2023-11-02,Al Rayyan,Bu Hamour,Residence,575,743.225,4600000,Bu Hamour,24.928100723590358,51.08167176463156
2023-11-02,Al Daayen,Lusail,Residential Unit,72,1450.34,1127140,Lusail,25.506442965229745,51.466419091145966
2023-11-02,Umm Salal,Umm Al Amad,Vacant Land,825,249.994,2220000,Umm Al Amad,25.468814293441394,51.34446945529472
2023-11-02,Umm Salal,Umm Al Amad,Vacant Land,528,263.929,1500000,Umm Al Amad,25.468814293441394,51.34446945529472
2023-11-02,Umm Salal,Umm Slal Muhammed,Vacant Land,1055,239.963,2725000,Umm Slal Muhammed,25.468814293441394,51.34446945529472
2023-11-02,Doha,Dahl Al Hamam,Vacant Land,796,280.01,2399142,Dahl Al Hamam,25.277967458892473,51.52339248614074
2023-11-02,Al Daayen,Umm Qarn,Vacant Land,433,257.468,1200000,Umm Qarn,25.506442965229745,51.466419091145966
2023-11-02,Doha,The Pearl,Residential Unit,111,1331.7,1600000,The Pearl,25.277967458892473,51.52339248614074
2023-11-02,Doha,The Pearl,Residential Unit,79,1252.57,1068760,The Pearl,25.277967458892473,51.52339248614074
2023-11-02,Doha,Dahl Al Hamam,Vacant Land,841,309.309,2800000,Dahl Al Hamam,25.277967458892473,51.52339248614074
2023-11-02,Al Daayen,Rawdat Al Hamama,Residence,1168,660.185,8300000,Rawdat Al Hamama,25.506442965229745,51.466419091145966
2023-11-02,Al Wakrah,Al Wakrah,Vacant Land,582,367.143,2300000,Al Wakrah,,
2023-11-02,Al Wakrah,Al Wukair,Residence,500,483.096,2600000,Al Wukair,,
2023-11-02,Doha,The Pearl,Residential Unit,57,1213.3,754600,The Pearl,25.277967458892473,51.52339248614074
2023-11-02,Al Daayen,Lusail,Residential Unit,90,1448.56,1403920,Lusail,25.506442965229745,51.466419091145966
2023-11-01,Doha,Onaiza,Residence,875,384.884,3625000,Onaiza,25.277967458892473,51.52339248614074
2023-11-01,Al Rayyan,Muaither,Vacant Land,366,380.751,1500000,Muaither,24.928100723590358,51.08167176463156
2023-11-01,Al Rayyan,Al Aziziya,Residence,936,355.066,3577294,Al Aziziya,24.928100723590358,51.08167176463156
2023-11-01,Al Rayyan,Muaither,Vacant Land,760,245.008,2004304,Muaither,24.928100723590358,51.08167176463156
2023-11-01,Al Rayyan,Lebday,Residence,459,607.21,3000000,Lebday,24.928100723590358,51.08167176463156
2023-11-01,Doha,The Pearl,Residential Unit,111,1120.71,1350000,The Pearl,25.277967458892473,51.52339248614074
2023-11-01,Doha,The Pearl,Residential Unit,229,1054.79,2600000,The Pearl,25.277967458892473,51.52339248614074
2023-11-01,Umm Salal,Umm Slal Muhammed,Residence,612,425.047,2800000,Umm Slal Muhammed,25.468814293441394,51.34446945529472
2023-11-01,Doha,Al Sadd,Residential Building,748,1712.063,13784500,Al Sadd,25.277967458892473,51.52339248614074
2023-11-01,Al Rayyan,Ain Khalid,Vacant Land,573,332.376,2050000,Ain Khalid,24.928100723590358,51.08167176463156
2023-11-01,Al Daayen,Umm Qarn,Vacant Land,1211,263.136,3430000,Umm Qarn,25.506442965229745,51.466419091145966
2023-11-01,Al Daayen,Al Sakhama,Vacant Land,450,330.322,1600000,Al Sakhama,25.506442965229745,51.466419091145966
2023-11-01,Doha,The Pearl,Residential Unit,158,1475.41,2520350,The Pearl,25.277967458892473,51.52339248614074
2023-11-01,Doha,The Pearl,Residential Unit,79,1468.71,1249710,The Pearl,25.277967458892473,51.52339248614074
2023-11-01,Al Rayyan,New Al Rayyan,Residence,900,350.967,3400000,New Al Rayyan,24.928100723590358,51.08167176463156
2023-11-01,Al Wakrah,Al Wukair,Vacant Land,947,209.939,2140000,Al Wukair,,
2023-11-01,Doha,The Pearl,Residential Unit,143,1475.87,2271710,The Pearl,25.277967458892473,51.52339248614074
2023-11-01,Doha,The Pearl,Residential Unit,137,1176.65,1743646,The Pearl,25.277967458892473,51.52339248614074
2023-10-31,Doha,Al Thumama,Vacant Land,610,275.003,1805661,Al Thumama,25.277967458892473,51.52339248614074
2023-10-31,Al Daayen,Umm Qarn,Vacant Land,400,299.613,1290000,Umm Qarn,25.506442965229745,51.466419091145966
2023-10-31,Doha,The Pearl,Residential Unit,86,1388.69,1300000,The Pearl,25.277967458892473,51.52339248614074
2023-10-31,Al Khor,Al Khor,Vacant Land,2140,215.002,4952525,Al Khor,,
2023-10-31,Doha,Fereej Bin Mahmoud,Residential Building,316,2057.981,7000000,Fereej Bin Mahmoud,25.277967458892473,51.52339248614074
2023-10-31,Al Rayyan,Muaither 55,Vacant Land,7000,245.008,18460701,Muaither,24.928100723590358,51.08167176463156
2023-10-31,Al Rayyan,Al Aziziya,Residence,465,339.646,1700000,Al Aziziya,24.928100723590358,51.08167176463156
2023-10-31,Al Daayen,Umm Qarn,Vacant Land,434,276.141,1290000,Umm Qarn,25.506442965229745,51.466419091145966
2023-10-31,Doha,The Pearl,Residential Unit,114,1245.89,1530690,The Pearl,25.277967458892473,51.52339248614074
2023-10-31,Doha,Fereej Kulaib,Residential Building,1066,1233.189,14150000,Fereej Kulaib,25.277967458892473,51.52339248614074
2023-10-31,Al Daayen,Umm Qarn,Vacant Land,494,242.601,1290000,Umm Qarn,25.506442965229745,51.466419091145966
2023-10-31,Al Wakrah,Al Wukair,Vacant Land,712,287.06,2200000,Al Wukair,,
2023-10-31,Doha,The Pearl,Residential Unit,344,809.05,3000000,The Pearl,25.277967458892473,51.52339248614074
2023-10-31,Doha,The Pearl,Residential Unit,158,1464.53,2500820,The Pearl,25.277967458892473,51.52339248614074
2023-10-30,Umm Salal,Al Kharaitiyat,Residence,720,799.999,6200000,Al Kharaitiyat,25.468814293441394,51.34446945529472
2023-10-30,Al Khor,Al Khor,Vacant Land,467,258.617,1300000,Al Khor,,
2023-10-30,Al Rayyan,Bani Hajer,Vacant Land,901,274.313,2660362,Bani Hajer,24.928100723590358,51.08167176463156
2023-10-30,Al Rayyan,Al Aziziya,Vacant Land,229,344.837,850000,Al Aziziya,24.928100723590358,51.08167176463156
2023-10-30,Doha,The Pearl,Residential Unit,79,1455.66,1239700,The Pearl,25.277967458892473,51.52339248614074
2023-10-30,Doha,Al Doha Al Jadeedah,Residence,141,1071.0,1625500,Al Doha Al Jadeedah,25.277967458892473,51.52339248614074
2023-10-30,Al Rayyan,Al Maamoura,Vacant Land,480,309.677,1600000,Al Maamoura,24.928100723590358,51.08167176463156
2023-10-30,Al Rayyan,Bani Hajer,Vacant Land,1210,274.313,3572738,Bani Hajer,24.928100723590358,51.08167176463156
2023-10-30,Al Rayyan,Muaither 53,Residence,400,510.967,2200000,Muaither,24.928100723590358,51.08167176463156
2023-10-30,Doha,The Pearl,Residential Unit,463,1169.55,5833187,The Pearl,25.277967458892473,51.52339248614074
2023-10-30,Doha,The Pearl,Residential Unit,85,1555.48,1425000,The Pearl,25.277967458892473,51.52339248614074
2023-10-30,Doha,The Pearl,Residential Unit,82,1582.87,1400000,The Pearl,25.277967458892473,51.52339248614074
2023-10-30,Al Daayen,Lusail,Residential Unit,85,1584.1,1463326,Lusail,25.506442965229745,51.466419091145966
2023-10-30,Umm Salal,Izghawa,Residence,450,464.516,2250000,Izghawa,25.468814293441394,51.34446945529472
2023-10-30,Al Khor,Al Khor,Residence,411,293.854,1300000,Al Khor,,
2023-10-30,Al Rayyan,Luaib,Residence,463,401.309,2000000,Luaib,24.928100723590358,51.08167176463156
2023-10-30,Al Rayyan,Luaib,Residence,460,403.927,2000000,Luaib,24.928100723590358,51.08167176463156
2023-10-30,Al Daayen,Umm Qarn,Vacant Land,1719,243.202,4500000,Umm Qarn,25.506442965229745,51.466419091145966
2023-10-30,Doha,Legtaifiya,Residential Unit,122,54.02,70939,Legtaifiya,25.277967458892473,51.52339248614074
2023-10-30,Doha,The Pearl,Residential Unit,183,1245.95,2459770,The Pearl,25.277967458892473,51.52339248614074
2023-10-30,Doha,The Pearl,Residential Unit,180,1172.93,2276461,The Pearl,25.277967458892473,51.52339248614074
2023-10-29,Umm Salal,Umm Al Amad,Residence,560,525.898,3170000,Umm Al Amad,25.468814293441394,51.34446945529472
2023-10-29,Umm Salal,Umm Slal Ali,Vacant Land,870,234.927,2200000,Umm Slal Ali,25.468814293441394,51.34446945529472
2023-10-29,Doha,Madinat Khalifa South,Residence,321,526.306,1818500,Madinat Khalifa South,25.277967458892473,51.52339248614074
2023-10-29,Doha,Nuaija 44,Vacant Land,616,360.0,2387000,Nuaija,25.277967458892473,51.52339248614074
2023-10-29,Al Rayyan,Muaither,Vacant Land,2559,254.131,7000000,Muaither,24.928100723590358,51.08167176463156
2023-10-29,Al Rayyan,Baaya,Vacant Land,5608,269.509,16268629,Baaya,24.928100723590358,51.08167176463156
2023-10-29,Doha,The Pearl,Residential Unit,70,1188.72,897971,The Pearl,25.277967458892473,51.52339248614074
2023-10-29,Doha,Msheireb 3,Residential Unit,1249,5539.28,74505898,Msheireb,25.277967458892473,51.52339248614074
2023-10-29,Doha,Msheireb 3,Residential Unit,1141,5640.75,69320118,Msheireb,25.277967458892473,51.52339248614074
2023-10-29,Doha,Msheireb 3,Residential Unit,883,5583.22,53074869,Msheireb,25.277967458892473,51.52339248614074
2023-10-29,Doha,Msheireb 3,Residential Unit,894,6091.82,58631061,Msheireb,25.277967458892473,51.52339248614074
2023-10-29,Doha,Msheireb 3,Residential Unit,1248,6766.67,90950134,Msheireb,25.277967458892473,51.52339248614074
2023-10-29,Doha,Msheireb 3,Residential Unit,1201,6646.92,85958573,Msheireb,25.277967458892473,51.52339248614074
2023-10-29,Doha,Msheireb 3,Residential Unit,1248,6779.3,91079785,Msheireb,25.277967458892473,51.52339248614074
2023-10-29,Doha,Nuaija 44,Vacant Land,606,359.961,2348000,Nuaija,25.277967458892473,51.52339248614074
2023-10-29,Doha,Nuaija,Commercial Building,680,1472.972,10781349,Nuaija,25.277967458892473,51.52339248614074
2023-10-29,Al Rayyan,Muaither,Residence,908,312.064,3050000,Muaither,24.928100723590358,51.08167176463156
2023-10-29,Doha,Msheireb 3,Residential Unit,1108,5655.65,67468054,Msheireb,25.277967458892473,51.52339248614074
2023-10-29,Al Rayyan,Al Mearad,Vacant Land,900,258.064,2500000,Al Mearad,24.928100723590358,51.08167176463156
2023-10-29,Al Rayyan,Muraikh,Residence,473,441.928,2250000,Muraikh,24.928100723590358,51.08167176463156
2023-10-29,Al Daayen,Al Ebb,Residence,448,476.958,2300000,Al Ebb,25.506442965229745,51.466419091145966
2023-10-29,Al Wakrah,Al Mashaf,Vacant Land,599,271.42,1750000,Al Mashaf,,
2023-10-29,Al Wakrah,Al Wukair,Residence,400,371.613,1600000,Al Wukair,,
2023-10-29,Doha,Msheireb 3,Residential Unit,988,6577.02,70011508,Msheireb,25.277967458892473,51.52339248614074
2023-10-29,Al Daayen,Lusail,Residential Unit,76,1449.86,1186850,Lusail,25.506442965229745,51.466419091145966
2023-10-26,Umm Salal,Leabaib,Residence,601,378.723,2450000,Leabaib,25.468814293441394,51.34446945529472
2023-10-26,Al Khor,Al Khor,Residence,545,255.697,1500000,Al Khor,,
2023-10-26,Al Khor,Al Khor,Vacant Land,609,220.008,1442197,Al Khor,,
2023-10-26,Doha,The Pearl,Residential Unit,264,1193.09,3400000,The Pearl,25.277967458892473,51.52339248614074
2023-10-26,Al Khor,Al Khor,Residence,750,271.063,2188274,Al Khor,,
2023-10-26,Doha,Madinat Khalifa South,Residence,914,711.512,7000000,Madinat Khalifa South,25.277967458892473,51.52339248614074
2023-10-26,Al Rayyan,New Al Rayyan,Vacant Land,1200,278.709,3600000,New Al Rayyan,24.928100723590358,51.08167176463156
2023-10-26,Al Rayyan,New Al Rayyan,Residence,605,429.965,2800000,New Al Rayyan,24.928100723590358,51.08167176463156
